,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
8398,8399,L55578,L,298.5,309.7,2617,12.1,102,1,Power Failure,3
8790,8791,L55970,L,297.4,308.5,1410,43.9,47,0,No Failure,1
9433,9434,M24293,M,298.0,308.7,1430,51.9,47,0,No Failure,1
4133,4134,L51313,L,301.8,310.3,1765,27.3,29,0,No Failure,1
8328,8329,L55508,L,298.6,309.5,1325,52.2,127,0,No Failure,1
1494,1495,M16354,M,298.0,308.7,1377,48.5,181,0,No Failure,1
9885,9886,L57065,L,298.8,309.6,1613,27.7,143,0,No Failure,1
4071,4072,L51251,L,301.9,310.6,1331,68.6,85,1,Power Failure,3
2811,2812,L49991,L,299.9,309.2,1761,25.6,115,0,No Failure,1
9854,9855,H39268,H,298.6,309.4,1362,45.3,56,0,No Failure,1
5283,5284,L52463,L,303.8,313.2,1525,41.9,145,0,No Failure,1
2210,2211,L49390,L,299.7,309.2,1401,54.1,118,0,No Failure,1
5780,5781,L52960,L,301.7,311.2,1517,42.4,113,0,No Failure,1
5339,5340,M20199,M,303.4,312.7,1594,32.8,79,0,No Failure,1
9845,9846,L57025,L,298.3,309.1,1421,47.4,33,0,No Failure,1
4397,4398,L51577,L,302.4,310.2,1539,37.7,29,0,No Failure,1
8452,8453,M23312,M,298.6,310.0,1512,37.5,27,0,No Failure,1
5058,5059,L52238,L,303.9,312.9,1526,42.5,194,0,No Failure,1
4282,4283,L51462,L,301.9,309.9,1374,48.5,180,1,Heat Dissipation Failure,0
7294,7295,L54474,L,300.1,310.6,1809,24.3,97,0,No Failure,1
6332,6333,M21192,M,300.5,309.9,1994,19.8,189,0,No Failure,1
6690,6691,L53870,L,301.7,311.0,1343,49.2,25,0,No Failure,1
2844,2845,L50024,L,300.3,309.2,1650,35.2,196,0,No Failure,1
5157,5158,H34571,H,304.1,313.3,1397,49.6,34,0,No Failure,1
185,186,L47365,L,298.2,308.2,1446,38.2,61,0,No Failure,1
5971,5972,L53151,L,300.5,310.8,1509,33.0,153,0,No Failure,1
3300,3301,H32714,H,301.3,310.4,1538,38.4,65,0,No Failure,1
6960,6961,L54140,L,300.7,311.0,1413,52.0,91,0,Random Failures,4
1652,1653,H31066,H,297.9,307.8,1635,34.0,142,0,No Failure,1
3867,3868,M18727,M,302.7,311.6,2709,9.7,2,1,Power Failure,3
6462,6463,H35876,H,300.6,310.0,1483,44.0,97,0,No Failure,1
2807,2808,M17667,M,299.9,309.3,1452,41.9,106,0,No Failure,1
8469,8470,M23329,M,298.6,309.7,1280,64.1,71,0,No Failure,1
186,187,L47366,L,298.1,308.3,1301,56.0,63,0,No Failure,1
4016,4017,L51196,L,302.1,310.9,1658,30.3,186,0,No Failure,1
1536,1537,M16396,M,298.2,308.9,1326,54.4,75,0,No Failure,1
3144,3145,M18004,M,300.6,310.0,1478,36.3,95,0,No Failure,1
5160,5161,L52340,L,304.1,313.2,1434,50.1,43,0,No Failure,1
21,22,L47201,L,298.8,309.3,1450,44.8,63,0,No Failure,1
6135,6136,L53315,L,301.0,310.9,1740,28.9,129,0,No Failure,1
479,480,M15339,M,297.4,308.9,1323,57.3,163,0,No Failure,1
813,814,L47993,L,296.8,307.6,1513,40.0,130,0,No Failure,1
5592,5593,L52772,L,302.5,311.9,1437,46.7,65,0,No Failure,1
7883,7884,H37297,H,300.7,312.3,1446,45.4,86,0,No Failure,1
5596,5597,M20456,M,302.7,312.0,1538,36.7,74,0,No Failure,1
2583,2584,L49763,L,299.2,308.9,1342,50.8,195,0,No Failure,1
5722,5723,L52902,L,302.2,311.7,1488,44.6,178,0,No Failure,1
1790,1791,L48970,L,298.2,307.9,1847,23.6,69,0,No Failure,1
1079,1080,L48259,L,297.0,307.7,1731,28.5,186,0,No Failure,1
2021,2022,L49201,L,298.7,308.5,1480,42.2,58,0,No Failure,1
9849,9850,L57029,L,298.6,309.4,2312,15.5,44,0,No Failure,1
767,768,L47947,L,296.9,308.0,1546,31.1,11,0,No Failure,1
5581,5582,M20441,M,302.5,312.1,1454,47.6,37,0,No Failure,1
2740,2741,L49920,L,299.6,309.0,1525,42.8,160,0,No Failure,1
5661,5662,L52841,L,302.2,311.4,1397,53.0,17,0,No Failure,1
4324,4325,L51504,L,301.7,310.2,1486,43.0,66,0,No Failure,1
5500,5501,L52680,L,302.7,312.1,1601,35.2,31,0,No Failure,1
6096,6097,M20956,M,300.8,310.7,1483,40.8,28,0,No Failure,1
2298,2299,L49478,L,299.3,308.6,1482,37.6,132,0,No Failure,1
6900,6901,L54080,L,301.0,311.7,1670,31.3,150,0,No Failure,1
643,644,M15503,M,297.8,309.4,1495,36.5,132,0,No Failure,1
4506,4507,M19366,M,302.4,310.1,1520,36.6,97,0,No Failure,1
8318,8319,H37732,H,298.7,309.7,1565,39.3,94,0,No Failure,1
7895,7896,L55075,L,300.8,312.6,1422,50.0,117,0,No Failure,1
5997,5998,M20857,M,300.5,310.2,1571,34.6,228,0,No Failure,1
396,397,L47576,L,297.4,308.3,1490,42.6,164,0,No Failure,1
3298,3299,L50478,L,301.2,310.3,1499,38.1,61,0,No Failure,1
7292,7293,M22152,M,300.1,310.4,1556,38.1,92,0,No Failure,1
4426,4427,L51606,L,302.6,310.3,1479,40.4,105,0,No Failure,1
1197,1198,M16057,M,296.9,307.9,1441,47.6,60,0,No Failure,1
3071,3072,L50251,L,300.0,309.0,2174,16.9,112,0,No Failure,1
4471,4472,L51651,L,302.8,310.6,1670,29.1,2,0,No Failure,1
5600,5601,L52780,L,302.8,312.1,1487,36.6,84,0,No Failure,1
3391,3392,L50571,L,301.5,310.7,1466,47.3,77,0,No Failure,1
7529,7530,L54709,L,300.1,311.4,1467,35.7,45,0,No Failure,1
1392,1393,M16252,M,299.0,310.3,1494,46.6,144,0,No Failure,1
5291,5292,L52471,L,303.8,313.3,1406,52.1,166,0,No Failure,1
7817,7818,H37231,H,299.8,311.3,1785,25.4,139,0,No Failure,1
4510,4511,L51690,L,302.4,310.2,1346,62.4,106,1,Heat Dissipation Failure,0
2450,2451,L49630,L,299.2,308.7,1492,37.8,91,0,No Failure,1
2790,2791,L49970,L,300.4,309.6,1356,45.9,64,0,No Failure,1
1154,1155,L48334,L,296.9,307.9,1626,29.9,177,0,No Failure,1
3555,3556,L50735,L,301.8,310.7,1551,37.7,64,0,No Failure,1
6755,6756,M21615,M,301.8,311.1,1663,31.6,199,0,No Failure,1
2205,2206,L49385,L,299.9,309.2,1624,34.6,105,0,No Failure,1
3423,3424,L50603,L,301.4,310.4,1496,35.2,153,0,No Failure,1
36,37,M14896,M,298.9,309.2,1581,36.7,101,0,No Failure,1
9368,9369,L56548,L,297.7,308.4,1510,38.6,72,0,No Failure,1
4490,4491,L51670,L,302.5,310.4,1967,20.3,50,0,No Failure,1
4474,4475,L51654,L,302.7,310.5,1563,35.0,8,0,No Failure,1
102,103,L47282,L,298.8,308.8,1555,40.6,61,0,No Failure,1
7904,7905,M22764,M,300.8,312.4,1811,25.1,136,0,No Failure,1
6699,6700,M21559,M,301.7,310.8,1516,40.4,48,0,No Failure,1
9544,9545,L56724,L,299.6,311.0,1708,31.0,122,0,No Failure,1
3815,3816,L50995,L,302.2,310.7,1769,24.9,91,0,No Failure,1
7202,7203,L54382,L,300.0,309.7,1326,61.9,80,0,No Failure,1
4504,4505,L51684,L,302.4,310.1,1645,31.6,93,0,No Failure,1
8744,8745,M23604,M,297.4,308.7,1798,23.0,135,0,No Failure,1
6032,6033,L53212,L,300.7,310.8,1754,27.7,84,0,No Failure,1
6836,6837,H36250,H,301.1,311.0,1339,52.8,194,0,No Failure,1
3492,3493,H32906,H,301.9,311.0,1336,63.6,111,0,No Failure,1
6306,6307,L53486,L,301.0,310.4,1563,34.4,124,0,No Failure,1
4464,4465,L51644,L,302.8,310.6,1671,30.5,201,0,No Failure,1
3802,3803,M18662,M,302.2,310.9,1488,44.2,57,0,No Failure,1
4093,4094,M18953,M,302.0,310.5,1573,32.1,143,0,No Failure,1
4704,4705,L51884,L,303.7,311.9,1561,33.3,153,0,No Failure,1
6304,6305,L53484,L,301.1,310.5,1532,37.5,119,0,No Failure,1
3991,3992,L51171,L,302.3,311.3,1682,34.4,127,0,No Failure,1
7188,7189,L54368,L,300.4,310.4,1286,56.8,46,0,No Failure,1
7507,7508,L54687,L,300.5,311.9,1750,28.3,207,0,No Failure,1
5232,5233,L52412,L,303.6,312.9,1381,57.8,27,0,No Failure,1
5033,5034,L52213,L,304.0,313.1,1564,50.9,119,0,No Failure,1
2584,2585,L49764,L,299.1,308.8,1502,46.7,197,0,No Failure,1
8687,8688,M23547,M,297.2,308.5,1604,34.9,200,0,No Failure,1
7271,7272,M22131,M,300.3,310.4,1293,49.7,37,0,No Failure,1
1506,1507,L48686,L,298.0,308.8,1610,33.7,212,0,No Failure,1
958,959,L48138,L,295.8,306.4,1399,47.6,84,0,No Failure,1
1436,1437,H30850,H,298.8,309.8,1510,44.2,35,0,No Failure,1
5822,5823,M20682,M,301.3,311.0,1463,50.2,214,0,No Failure,1
3964,3965,M18824,M,302.3,311.6,1668,33.2,52,0,No Failure,1
7514,7515,L54694,L,300.4,311.8,1636,32.3,7,0,No Failure,1
1282,1283,L48462,L,298.3,309.4,1546,36.1,94,0,No Failure,1
3011,3012,M17871,M,300.2,309.5,1434,51.5,189,0,No Failure,1
3261,3262,H32675,H,301.3,310.1,1469,39.7,179,0,No Failure,1
2038,2039,L49218,L,299.0,308.8,1405,55.2,103,0,No Failure,1
8842,8843,L56022,L,297.3,308.7,1492,43.6,189,0,No Failure,1
7412,7413,L54592,L,300.0,311.0,1637,33.6,181,0,No Failure,1
9064,9065,L56244,L,297.2,308.4,1833,25.2,117,0,No Failure,1
5820,5821,L53000,L,301.3,311.1,1723,27.6,210,0,No Failure,1
7898,7899,L55078,L,300.8,312.5,1423,47.3,123,0,No Failure,1
5492,5493,M20352,M,302.9,312.4,1334,50.9,5,0,No Failure,1
1169,1170,L48349,L,297.0,308.1,1355,43.7,217,0,No Failure,1
9488,9489,M24348,M,298.9,309.6,1567,34.5,204,0,No Failure,1
4046,4047,M18906,M,301.9,310.9,1421,46.2,26,0,No Failure,1
1307,1308,L48487,L,298.8,310.0,1423,42.1,154,0,No Failure,1
3786,3787,L50966,L,302.3,310.9,1587,36.6,20,0,No Failure,1
8644,8645,M23504,M,297.6,308.5,1443,38.2,85,0,No Failure,1
8652,8653,H38066,H,297.3,308.3,1461,41.5,108,0,No Failure,1
2768,2769,L49948,L,300.0,309.5,1675,30.2,11,0,No Failure,1
9251,9252,M24111,M,298.2,309.1,1651,28.8,186,0,No Failure,1
9279,9280,M24139,M,298.2,308.8,1645,28.2,58,0,No Failure,1
5430,5431,L52610,L,302.8,312.5,1694,28.4,66,0,No Failure,1
751,752,M15611,M,296.8,308.1,1843,24.2,212,0,No Failure,1
9102,9103,L56282,L,297.3,308.3,1494,38.2,14,0,No Failure,1
6860,6861,L54040,L,301.1,311.2,1910,20.2,41,0,No Failure,1
7803,7804,M22663,M,299.8,311.3,1517,41.2,105,0,No Failure,1
6042,6043,M20902,M,300.8,311.0,1580,36.6,109,0,No Failure,1
6447,6448,L53627,L,300.6,310.1,1337,45.8,62,0,No Failure,1
573,574,L47753,L,297.9,309.9,1472,45.0,183,0,No Failure,1
412,413,L47592,L,297.5,308.6,1388,48.2,203,0,No Failure,1
2394,2395,L49574,L,299.2,308.5,1488,40.3,148,0,No Failure,1
4555,4556,L51735,L,302.7,310.6,1690,26.7,4,0,No Failure,1
2226,2227,M17086,M,299.6,308.9,1685,27.8,161,0,No Failure,1
2639,2640,M17499,M,299.8,309.4,1412,47.8,130,0,No Failure,1
1227,1228,L48407,L,297.1,308.4,1422,42.1,148,0,No Failure,1
1915,1916,L49095,L,298.0,307.7,1492,38.7,202,0,No Failure,1
2625,2626,L49805,L,299.7,309.4,1399,39.9,91,0,No Failure,1
1160,1161,H30574,H,297.0,307.7,1834,23.8,195,0,No Failure,1
7844,7845,L55024,L,300.1,311.7,1503,42.6,208,0,No Failure,1
1202,1203,M16062,M,297.0,308.1,1355,51.4,76,0,No Failure,1
9285,9286,M24145,M,298.2,309.0,1410,47.6,76,0,No Failure,1
2675,2676,L49855,L,299.7,309.3,1574,35.8,6,0,No Failure,1
7780,7781,L54960,L,300.4,311.6,1815,23.5,49,0,No Failure,1
9931,9932,L57111,L,298.3,308.3,1432,46.9,65,0,No Failure,1
2364,2365,L49544,L,299.2,308.5,1366,49.7,74,0,No Failure,1
7440,7441,L54620,L,300.0,311.4,1655,29.6,30,0,No Failure,1
4701,4702,H34115,H,303.5,311.7,1584,32.7,143,0,No Failure,1
5390,5391,H34804,H,302.8,312.3,1483,47.2,223,0,No Failure,1
4485,4486,L51665,L,302.7,310.4,1542,35.7,38,0,No Failure,1
8130,8131,H37544,H,300.0,311.2,1393,43.1,45,0,No Failure,1
3949,3950,L51129,L,302.3,311.5,1384,50.8,13,0,No Failure,1
6259,6260,M21119,M,301.2,310.8,1396,47.4,5,0,No Failure,1
3018,3019,M17878,M,300.5,309.8,1566,35.9,204,0,No Failure,1
1773,1774,L48953,L,298.5,308.0,1384,59.5,27,0,No Failure,1
4295,4296,L51475,L,301.8,310.2,1457,40.4,213,0,No Failure,1
8281,8282,H37695,H,298.9,310.6,1519,38.8,213,0,No Failure,1
6276,6277,L53456,L,301.2,310.8,1233,64.6,45,0,No Failure,1
9747,9748,L56927,L,298.8,310.1,1481,47.4,187,0,No Failure,1
9609,9610,L56789,L,299.0,310.1,1470,40.3,83,0,No Failure,1
7783,7784,L54963,L,300.3,311.5,1667,28.8,56,0,No Failure,1
5051,5052,L52231,L,303.9,313.0,1480,39.9,176,0,No Failure,1
5637,5638,M20497,M,302.5,312.0,1487,46.1,175,0,No Failure,1
3928,3929,L51108,L,302.6,311.5,1442,59.8,169,1,Power Failure,3
9777,9778,L56957,L,298.6,309.6,1387,57.6,50,0,No Failure,1
447,448,M15307,M,297.6,308.7,1376,59.9,74,0,No Failure,1
5768,5769,L52948,L,301.7,311.3,1421,45.9,85,0,No Failure,1
2574,2575,L49754,L,299.5,309.3,1972,19.3,177,0,No Failure,1
9157,9158,L56337,L,297.5,308.5,1462,52.3,148,0,No Failure,1
448,449,L47628,L,297.5,308.6,1552,44.9,77,0,No Failure,1
7944,7945,L55124,L,300.8,311.7,1414,49.0,10,0,No Failure,1
2052,2053,L49232,L,299.5,309.3,1477,40.4,138,0,No Failure,1
8785,8786,L55965,L,297.5,308.6,1694,27.1,36,0,No Failure,1
5765,5766,L52945,L,301.7,311.3,1708,30.5,77,0,No Failure,1
7829,7830,L55009,L,299.8,311.2,1664,28.3,173,0,No Failure,1
2103,2104,M16963,M,299.3,309.1,1376,46.7,49,0,No Failure,1
5657,5658,L52837,L,302.3,311.5,1794,26.1,7,0,No Failure,1
7075,7076,L54255,L,300.7,310.5,1536,47.4,192,0,No Failure,1
325,326,L47505,L,297.8,308.5,1699,27.8,199,0,No Failure,1
5903,5904,L53083,L,300.9,310.5,1894,21.9,188,0,No Failure,1
6444,6445,M21304,M,300.8,310.3,1270,61.0,54,0,No Failure,1
8636,8637,L55816,L,297.5,308.4,1723,27.3,67,0,No Failure,1
1386,1387,L48566,L,298.9,310.2,1445,40.0,129,0,No Failure,1
3708,3709,L50888,L,302.1,311.4,1549,44.6,31,0,No Failure,1
7316,7317,L54496,L,299.9,310.4,1497,47.0,150,0,No Failure,1
4265,4266,L51445,L,302.6,311.0,1424,38.0,144,0,No Failure,1
1935,1936,M16795,M,298.1,307.9,1377,55.1,42,0,No Failure,1
1132,1133,L48312,L,296.8,307.9,1271,61.4,125,0,No Failure,1
3268,3269,M18128,M,301.3,310.1,1525,37.8,199,0,No Failure,1
3812,3813,L50992,L,302.0,310.6,1392,50.0,84,0,No Failure,1
3016,3017,L50196,L,300.5,309.8,1441,48.8,200,0,No Failure,1
4996,4997,M19856,M,303.6,312.8,1400,43.2,23,0,No Failure,1
1691,1692,L48871,L,297.9,307.5,1602,38.3,21,0,No Failure,1
6551,6552,L53731,L,301.4,310.7,1616,36.5,121,0,No Failure,1
1302,1303,L48482,L,298.6,309.8,1505,45.7,144,0,Random Failures,4
7867,7868,L55047,L,300.5,312.0,1461,38.1,39,0,No Failure,1
1495,1496,H30909,H,297.9,308.5,1383,44.6,184,0,No Failure,1
3611,3612,L50791,L,301.7,310.9,1405,46.4,207,1,Tool Wear Failure,5
8674,8675,M23534,M,297.4,308.6,1528,29.1,163,0,No Failure,1
1422,1423,L48602,L,298.7,309.8,1530,35.5,0,0,No Failure,1
5424,5425,L52604,L,302.6,312.2,1377,45.5,54,0,No Failure,1
7606,7607,M22466,M,300.4,311.3,1350,56.5,31,0,No Failure,1
291,292,L47471,L,298.0,308.3,1473,42.6,107,0,No Failure,1
1687,1688,L48867,L,297.9,307.3,1502,36.7,12,0,No Failure,1
496,497,M15356,M,297.5,309.2,1530,40.0,206,0,No Failure,1
1715,1716,L48895,L,298.2,307.8,1585,34.6,78,0,No Failure,1
6523,6524,M21383,M,301.1,310.2,1850,27.7,44,0,No Failure,1
1124,1125,M15984,M,296.7,307.8,1258,69.0,105,1,Power Failure,3
6366,6367,M21226,M,299.9,309.5,2065,18.1,62,0,No Failure,1
5417,5418,L52597,L,302.6,312.4,1386,45.8,38,0,No Failure,1
7096,7097,L54276,L,300.6,310.2,1489,47.8,21,0,No Failure,1
5819,5820,L52999,L,301.3,311.0,1418,41.9,208,0,No Failure,1
301,302,L47481,L,297.7,308.4,1740,27.1,136,0,No Failure,1
374,375,L47554,L,297.4,308.3,1431,43.0,113,0,No Failure,1
3258,3259,L50438,L,301.2,309.9,1643,32.9,171,0,No Failure,1
6566,6567,L53746,L,301.3,310.6,1966,22.6,161,0,No Failure,1
9559,9560,L56739,L,299.5,310.9,1496,38.5,162,0,No Failure,1
8110,8111,H37524,H,300.3,311.8,2141,18.5,204,0,No Failure,1
4985,4986,M19845,M,303.8,313.0,1789,23.5,215,0,No Failure,1
5623,5624,L52803,L,302.9,312.3,1578,36.3,141,0,No Failure,1
3188,3189,M18048,M,300.1,309.2,1438,51.0,211,0,No Failure,1
2376,2377,M17236,M,299.2,308.3,1364,51.8,104,0,No Failure,1
7777,7778,L54957,L,300.3,311.5,1695,25.6,43,0,No Failure,1
669,670,H30083,H,297.5,308.9,1471,37.7,197,0,No Failure,1
513,514,L47693,L,297.4,309.2,1428,38.8,26,0,No Failure,1
7745,7746,L54925,L,300.4,311.7,1460,39.6,162,0,No Failure,1
8268,8269,M23128,M,299.2,310.8,1502,39.8,177,0,No Failure,1
7494,7495,L54674,L,300.2,311.8,1436,48.2,175,0,No Failure,1
602,603,L47782,L,297.9,309.8,2000,21.3,29,0,No Failure,1
9864,9865,M24724,M,298.9,309.9,1645,31.4,86,0,No Failure,1
3079,3080,L50259,L,300.1,309.3,1340,56.0,130,0,No Failure,1
9319,9320,L56499,L,298.5,309.4,1911,21.5,164,0,No Failure,1
4598,4599,L51778,L,303.1,311.2,1399,49.2,111,0,No Failure,1
6685,6686,L53865,L,301.6,310.9,1532,43.6,15,0,No Failure,1
5125,5126,M19985,M,304.3,313.5,1416,48.1,167,0,No Failure,1
5352,5353,M20212,M,303.4,312.8,1590,36.3,113,0,No Failure,1
2161,2162,L49341,L,299.4,309.1,1464,40.5,215,0,No Failure,1
3963,3964,H33377,H,302.3,311.5,1526,38.2,47,0,No Failure,1
7401,7402,L54581,L,299.8,310.8,1409,51.9,154,0,No Failure,1
7290,7291,L54470,L,300.3,310.6,1806,24.4,88,0,No Failure,1
9006,9007,L56186,L,297.3,307.9,1417,41.8,186,0,No Failure,1
478,479,L47658,L,297.4,309.0,1833,22.6,161,0,No Failure,1
4662,4663,H34076,H,303.3,311.2,1607,31.7,34,0,No Failure,1
9700,9701,M24560,M,298.9,309.8,1353,53.7,71,0,No Failure,1
6844,6845,M21704,M,301.3,311.4,1838,23.2,215,0,No Failure,1
9947,9948,M24807,M,298.2,307.9,1529,36.6,105,0,No Failure,1
8108,8109,M22968,M,300.3,311.8,1607,33.7,199,0,No Failure,1
6567,6568,M21427,M,301.3,310.6,1499,36.1,163,0,No Failure,1
1168,1169,L48348,L,297.1,308.1,1584,36.8,215,0,No Failure,1
4050,4051,L51230,L,301.8,310.8,1456,46.6,35,0,No Failure,1
1292,1293,M16152,M,298.7,309.7,1868,23.8,118,0,No Failure,1
6631,6632,M21491,M,301.5,310.4,1378,55.3,109,0,No Failure,1
2196,2197,M17056,M,299.7,308.9,1551,35.4,82,0,No Failure,1
6574,6575,L53754,L,301.4,310.6,1578,33.0,181,0,No Failure,1
8178,8179,L55358,L,299.7,311.2,1352,52.1,176,0,No Failure,1
9034,9035,H38448,H,297.4,308.2,1585,46.2,37,0,No Failure,1
9724,9725,M24584,M,298.8,309.7,2098,19.0,133,0,No Failure,1
6193,6194,L53373,L,301.0,310.9,1578,38.4,49,0,No Failure,1
2248,2249,M17108,M,299.3,308.5,1304,60.6,8,0,No Failure,1
8064,8065,L55244,L,300.5,311.8,1596,34.8,87,0,No Failure,1
5873,5874,M20733,M,301.5,311.1,1396,43.5,112,0,No Failure,1
7008,7009,L54188,L,300.5,310.6,1368,49.6,10,0,No Failure,1
1499,1500,M16359,M,298.1,308.8,2206,16.3,195,0,No Failure,1
9715,9716,L56895,L,299.1,310.1,1373,55.6,108,0,No Failure,1
1173,1174,H30587,H,297.1,308.0,1559,38.8,229,0,No Failure,1
8063,8064,M22923,M,300.3,311.7,1551,36.4,84,0,No Failure,1
8782,8783,L55962,L,297.5,308.7,1456,44.7,29,0,No Failure,1
9927,9928,L57107,L,298.5,308.6,1522,36.9,53,0,No Failure,1
1624,1625,M16484,M,297.8,307.8,1310,57.9,70,0,No Failure,1
8675,8676,H38089,H,297.3,308.6,1688,29.4,166,0,No Failure,1
169,170,L47349,L,298.4,308.3,1318,59.1,22,0,No Failure,1
5496,5497,M20356,M,302.9,312.5,1924,24.0,17,0,No Failure,1
5720,5721,L52900,L,302.3,311.9,1434,51.9,173,0,No Failure,1
8252,8253,L55432,L,299.0,310.4,1565,36.1,127,0,No Failure,1
6603,6604,M21463,M,301.5,310.6,1403,47.4,34,0,No Failure,1
2517,2518,L49697,L,298.8,308.5,1395,44.4,33,0,No Failure,1
9618,9619,L56798,L,299.0,310.1,1447,42.8,104,0,No Failure,1
8887,8888,L56067,L,297.8,308.9,1530,37.6,106,0,No Failure,1
5862,5863,L53042,L,301.4,311.0,1470,40.6,86,0,No Failure,1
8529,8530,M23389,M,298.5,309.4,1522,47.4,20,0,No Failure,1
3228,3229,L50408,L,300.5,309.3,1475,46.8,94,0,No Failure,1
8316,8317,L55496,L,298.8,309.8,1463,40.0,90,0,No Failure,1
9311,9312,L56491,L,298.4,309.4,1540,43.2,141,0,No Failure,1
7459,7460,L54639,L,300.0,311.5,1591,32.0,79,0,No Failure,1
9555,9556,H38969,H,299.4,310.8,1585,31.4,149,0,No Failure,1
7858,7859,L55038,L,300.5,311.9,1350,51.7,18,0,No Failure,1
4032,4033,L51212,L,302.0,310.8,1383,50.3,231,1,Overstrain Failure,2
6875,6876,M21735,M,300.8,311.2,1592,32.9,82,0,No Failure,1
1064,1065,M15924,M,296.8,307.9,1409,44.3,145,0,No Failure,1
5752,5753,H35166,H,302.3,311.8,1804,25.0,43,0,No Failure,1
2391,2392,L49571,L,299.2,308.4,1580,32.6,142,0,No Failure,1
433,434,M15293,M,297.6,308.5,1848,23.7,37,0,No Failure,1
2128,2129,L49308,L,299.4,309.0,1800,24.3,128,0,No Failure,1
4109,4110,M18969,M,301.9,310.6,1475,47.8,179,0,No Failure,1
8815,8816,H38229,H,297.3,308.5,1435,55.0,104,0,No Failure,1
9586,9587,L56766,L,299.4,310.6,1348,54.5,22,0,No Failure,1
2939,2940,L50119,L,300.9,309.7,1431,41.4,199,0,No Failure,1
2680,2681,L49860,L,299.8,309.5,1641,27.1,16,0,No Failure,1
8886,8887,L56066,L,297.9,309.0,1583,36.7,104,0,No Failure,1
9589,9590,L56769,L,299.2,310.4,1472,43.3,32,0,No Failure,1
6554,6555,M21414,M,301.4,310.7,1639,29.8,127,0,No Failure,1
995,996,L48175,L,296.3,307.3,1566,35.8,175,0,No Failure,1
5309,5310,M20169,M,303.9,313.2,1422,48.0,215,1,Tool Wear Failure,5
9431,9432,L56611,L,298.0,308.6,1430,57.0,43,0,No Failure,1
4497,4498,L51677,L,302.5,310.3,1523,36.0,72,0,No Failure,1
9245,9246,L56425,L,298.3,308.9,1708,27.3,170,0,No Failure,1
8375,8376,M23235,M,298.8,309.6,1384,48.2,39,0,No Failure,1
7378,7379,L54558,L,299.5,310.0,1388,52.4,94,0,No Failure,1
2672,2673,L49852,L,299.7,309.3,1445,42.6,0,0,No Failure,1
3463,3464,L50643,L,301.6,310.5,1809,25.5,40,0,No Failure,1
377,378,M15237,M,297.4,308.2,1424,53.9,120,0,No Failure,1
8971,8972,L56151,L,296.9,307.6,1514,35.7,100,0,No Failure,1
4995,4996,L52175,L,303.6,312.6,1540,39.8,21,0,No Failure,1
8096,8097,M22956,M,300.2,311.7,1555,37.4,169,0,No Failure,1
4627,4628,M19487,M,303.0,311.2,1592,38.9,188,0,No Failure,1
4272,4273,L51452,L,302.5,310.8,1577,36.9,158,0,No Failure,1
1690,1691,M16550,M,297.9,307.4,1435,42.9,18,0,No Failure,1
3211,3212,L50391,L,300.3,309.2,1462,51.4,48,0,No Failure,1
7011,7012,L54191,L,300.5,310.5,2633,12.2,17,1,Power Failure,3
5189,5190,M20049,M,304.1,313.2,1427,46.9,123,0,No Failure,1
6257,6258,L53437,L,301.1,310.7,1376,49.1,0,0,No Failure,1
3986,3987,M18846,M,302.2,311.3,1577,29.8,112,0,No Failure,1
7750,7751,L54930,L,300.4,311.7,1444,51.2,174,0,No Failure,1
4920,4921,L52100,L,303.4,312.2,1337,69.4,52,1,Power Failure,3
6039,6040,L53219,L,300.6,310.9,1433,42.6,101,0,No Failure,1
6737,6738,M21597,M,301.7,311.0,1537,33.5,146,0,No Failure,1
2506,2507,M17366,M,299.2,309.1,1503,34.7,6,0,No Failure,1
6977,6978,L54157,L,300.7,311.1,2377,14.3,135,0,No Failure,1
85,86,M14945,M,299.0,309.0,1804,26.8,17,0,No Failure,1
7694,7695,H37108,H,300.6,311.7,1500,36.7,17,0,No Failure,1
1074,1075,L48254,L,297.0,307.9,1595,31.7,170,0,No Failure,1
6431,6432,L53611,L,300.2,309.8,1353,59.4,26,0,No Failure,1
8372,8373,M23232,M,298.8,309.7,1448,44.8,31,0,No Failure,1
8331,8332,M23191,M,298.8,309.7,1392,48.7,133,0,No Failure,1
3682,3683,L50862,L,302.1,311.2,1550,34.8,177,0,No Failure,1
3592,3593,H33006,H,301.6,310.4,1369,45.4,156,0,No Failure,1
115,116,L47295,L,298.8,308.6,1431,45.7,97,0,No Failure,1
2215,2216,H31629,H,299.7,309.2,1468,49.6,132,0,No Failure,1
9972,9973,L57152,L,298.6,308.2,1390,51.4,168,0,No Failure,1
6200,6201,L53380,L,301.0,310.9,1679,29.8,64,0,No Failure,1
3919,3920,H33333,H,302.5,311.5,1655,32.3,142,0,No Failure,1
162,163,L47342,L,298.3,308.1,1586,35.5,0,0,No Failure,1
7903,7904,L55083,L,300.8,312.3,1435,44.8,134,0,No Failure,1
2242,2243,L49422,L,299.2,308.4,1667,29.0,199,0,No Failure,1
2745,2746,M17605,M,299.7,309.1,1603,38.5,170,0,No Failure,1
2694,2695,M17554,M,300.1,309.6,1625,38.0,46,0,No Failure,1
5140,5141,M20000,M,304.3,313.6,1585,32.1,202,0,No Failure,1
2568,2569,L49748,L,299.6,309.2,1450,43.1,160,0,No Failure,1
