,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
1479,1480,L48659,L,298.2,309.3,1355,43.8,142,0,No Failure,1
3411,3412,L50591,L,301.3,310.3,1419,55.7,125,0,No Failure,1
7190,7191,L54370,L,300.3,310.3,1345,46.3,50,0,No Failure,1
3946,3947,M18806,M,302.2,311.3,1658,31.0,2,0,No Failure,1
6907,6908,L54087,L,300.9,311.3,1449,40.2,168,0,No Failure,1
6140,6141,L53320,L,300.8,310.7,1589,34.3,144,0,No Failure,1
7207,7208,M22067,M,299.7,309.6,1540,34.4,91,0,No Failure,1
4430,4431,H33844,H,302.3,310.1,1688,30.4,115,0,No Failure,1
8458,8459,L55638,L,298.7,309.9,1753,26.8,40,0,No Failure,1
967,968,M15827,M,295.9,306.6,1532,38.6,104,0,No Failure,1
6784,6785,M21644,M,301.3,310.7,1391,52.5,61,0,No Failure,1
6957,6958,L54137,L,300.7,311.1,1324,52.2,85,0,No Failure,1
2059,2060,H31473,H,299.5,309.4,1386,44.4,154,0,No Failure,1
7811,7812,M22671,M,300.0,311.4,1466,39.0,125,0,No Failure,1
4317,4318,M19177,M,301.5,310.0,1417,44.6,49,0,No Failure,1
3651,3652,L50831,L,302.1,311.5,1444,44.9,97,0,No Failure,1
7727,7728,M22587,M,300.7,311.9,1657,30.9,116,0,No Failure,1
1517,1518,M16377,M,298.2,308.9,1408,38.8,20,0,No Failure,1
9967,9968,M24827,M,298.3,307.9,1609,32.4,151,0,No Failure,1
3125,3126,L50305,L,300.1,309.4,1694,27.4,44,0,No Failure,1
3255,3256,L50435,L,301.0,309.7,1491,42.9,165,0,No Failure,1
1431,1432,M16291,M,298.9,309.9,1404,41.4,20,0,No Failure,1
1554,1555,M16414,M,298.4,308.7,1584,31.7,117,0,No Failure,1
6953,6954,L54133,L,300.8,311.3,1462,41.4,75,0,No Failure,1
7550,7551,M22410,M,300.3,311.4,1554,34.3,99,0,No Failure,1
5586,5587,M20446,M,302.4,311.8,1557,31.5,49,0,No Failure,1
5697,5698,L52877,L,302.5,311.9,1354,49.4,117,0,No Failure,1
6578,6579,L53758,L,301.4,310.4,1543,40.9,190,0,No Failure,1
2004,2005,L49184,L,298.5,308.2,1451,47.5,18,0,No Failure,1
4012,4013,M18872,M,302.2,311.2,1360,52.8,176,0,No Failure,1
77,78,L47257,L,298.8,308.9,1455,41.3,208,1,Tool Wear Failure,5
9440,9441,M24300,M,298.1,308.8,1378,53.5,65,0,No Failure,1
139,140,L47319,L,298.8,308.6,1268,55.8,155,0,No Failure,1
9912,9913,L57092,L,298.6,308.9,1327,58.8,9,0,No Failure,1
5391,5392,L52571,L,302.7,312.2,1572,34.4,228,0,No Failure,1
5276,5277,L52456,L,303.5,313.0,1606,34.0,126,0,No Failure,1
2016,2017,L49196,L,298.5,308.3,1458,44.0,44,0,No Failure,1
3270,3271,L50450,L,301.4,310.1,1937,21.8,205,0,No Failure,1
5644,5645,L52824,L,302.5,312.0,1383,51.3,190,0,No Failure,1
6451,6452,L53631,L,300.7,310.2,1696,27.5,73,0,No Failure,1
8566,8567,M23426,M,297.9,308.7,1751,26.6,111,0,No Failure,1
2381,2382,L49561,L,299.1,308.2,1493,34.9,119,0,No Failure,1
9365,9366,M24225,M,298.0,308.6,1254,55.8,65,0,No Failure,1
1602,1603,H31016,H,297.8,307.9,1600,33.5,13,0,No Failure,1
3301,3302,L50481,L,301.3,310.5,1365,47.7,70,0,No Failure,1
3638,3639,M18498,M,302.3,311.5,1445,44.8,65,0,No Failure,1
2623,2624,M17483,M,299.6,309.4,1283,62.1,83,0,No Failure,1
4361,4362,M19221,M,302.1,310.1,1379,48.2,166,1,Heat Dissipation Failure,0
8664,8665,H38078,H,297.5,308.6,1355,58.9,138,0,No Failure,1
8461,8462,L55641,L,298.7,309.9,1446,43.3,46,0,No Failure,1
3981,3982,M18841,M,302.2,311.3,1931,21.9,101,0,No Failure,1
2644,2645,L49824,L,299.8,309.4,1510,42.5,146,0,No Failure,1
5541,5542,L52721,L,302.4,311.8,1433,42.2,134,0,No Failure,1
5877,5878,L53057,L,301.5,311.1,1458,41.4,123,0,No Failure,1
5031,5032,M19891,M,303.8,313.0,1514,45.0,113,0,No Failure,1
7043,7044,M21903,M,300.7,310.6,2006,19.1,102,0,No Failure,1
6655,6656,L53835,L,301.4,310.3,1639,32.7,171,0,No Failure,1
5408,5409,L52588,L,302.6,312.4,1628,33.0,15,0,No Failure,1
9469,9470,L56649,L,298.6,309.4,1698,33.2,147,0,No Failure,1
2184,2185,L49364,L,299.8,309.4,1475,43.4,51,0,No Failure,1
6490,6491,L53670,L,300.7,309.9,1383,44.5,176,0,No Failure,1
5011,5012,M19871,M,303.7,312.8,1634,33.8,63,0,No Failure,1
9045,9046,L56225,L,297.4,308.4,1603,34.6,65,0,No Failure,1
519,520,M15379,M,297.7,309.5,2027,19.8,39,0,No Failure,1
2590,2591,L49770,L,299.0,308.7,1396,48.6,0,0,No Failure,1
3622,3623,L50802,L,302.0,311.3,1509,39.9,25,0,No Failure,1
9372,9373,L56552,L,297.7,308.4,1487,41.4,84,0,No Failure,1
5451,5452,L52631,L,303.0,312.7,1361,48.8,120,0,No Failure,1
9879,9880,M24739,M,298.8,309.8,1490,38.6,127,0,No Failure,1
366,367,M15226,M,297.6,308.5,1552,40.9,90,0,No Failure,1
1430,1431,L48610,L,298.9,310.0,1378,49.3,18,0,No Failure,1
4884,4885,H34298,H,303.8,312.5,1655,28.0,170,0,No Failure,1
8298,8299,H37712,H,298.7,310.1,1435,45.6,37,0,No Failure,1
655,656,L47835,L,297.7,309.1,1435,38.8,165,0,No Failure,1
8639,8640,L55819,L,297.5,308.4,1384,56.0,73,0,No Failure,1
3790,3791,L50970,L,302.3,310.9,1412,48.9,28,0,No Failure,1
8444,8445,M23304,M,298.6,309.9,1818,24.9,9,0,No Failure,1
9070,9071,L56250,L,297.1,308.2,1427,45.2,136,0,No Failure,1
2369,2370,M17229,M,299.2,308.4,1856,22.7,86,0,No Failure,1
2180,2181,H31594,H,299.6,309.2,1597,36.3,35,0,No Failure,1
4548,4549,L51728,L,302.6,310.5,1511,37.2,197,0,No Failure,1
4515,4516,L51695,L,302.5,310.4,1415,48.2,117,0,No Failure,1
721,722,L47901,L,297.5,308.9,1696,30.9,133,0,No Failure,1
3124,3125,L50304,L,300.1,309.4,1568,39.7,42,0,No Failure,1
1056,1057,L48236,L,296.8,307.8,1565,39.5,124,0,No Failure,1
5019,5020,M19879,M,304.0,313.1,1466,39.5,83,0,No Failure,1
4419,4420,M19279,M,302.6,310.2,2676,10.8,84,1,Power Failure,3
4556,4557,M19416,M,302.7,310.6,1349,51.2,6,1,Heat Dissipation Failure,0
7820,7821,M22680,M,299.8,311.2,1706,29.2,148,0,No Failure,1
745,746,L47925,L,296.7,308.0,1451,50.7,197,0,No Failure,1
894,895,L48074,L,295.6,306.2,1426,48.6,124,0,No Failure,1
4813,4814,M19673,M,303.3,311.8,1536,40.6,205,0,No Failure,1
1896,1897,L49076,L,297.9,307.5,1574,35.8,153,0,No Failure,1
5366,5367,H34780,H,303.1,312.6,1404,40.6,152,0,No Failure,1
5159,5160,L52339,L,304.2,313.4,1490,44.0,41,0,No Failure,1
1263,1264,L48443,L,297.8,309.2,1400,56.9,34,0,No Failure,1
3009,3010,M17869,M,300.4,309.7,1466,39.8,184,0,No Failure,1
1888,1889,M16748,M,297.8,307.4,1902,24.3,129,0,No Failure,1
7661,7662,L54841,L,300.5,311.6,1575,32.5,168,0,No Failure,1
3857,3858,H33271,H,302.4,311.2,1506,40.8,204,0,No Failure,1
4672,4673,L51852,L,303.3,311.5,1412,55.6,67,0,No Failure,1
1356,1357,L48536,L,298.6,309.9,1593,37.4,47,0,No Failure,1
6966,6967,L54146,L,300.7,311.0,1969,20.7,109,0,No Failure,1
134,135,L47314,L,298.8,308.4,1369,53.0,138,0,No Failure,1
7763,7764,L54943,L,300.4,311.6,1200,76.6,3,1,Power Failure,3
237,238,M15097,M,298.0,308.1,1552,36.6,190,0,No Failure,1
9910,9911,L57090,L,298.6,309.0,1469,46.0,4,0,No Failure,1
9337,9338,H38751,H,298.5,308.9,1500,40.3,207,0,No Failure,1
7364,7365,L54544,L,299.5,309.9,1402,51.7,58,0,No Failure,1
844,845,L48024,L,296.5,307.5,1566,35.1,206,0,No Failure,1
7199,7200,L54379,L,300.0,309.9,1507,41.4,74,0,No Failure,1
7929,7930,M22789,M,300.6,311.6,1669,29.2,200,0,No Failure,1
3572,3573,L50752,L,301.8,310.6,1451,50.7,108,0,No Failure,1
6272,6273,M21132,M,301.1,310.6,1429,52.7,35,0,No Failure,1
9254,9255,L56434,L,298.3,309.1,1616,31.1,195,0,No Failure,1
8360,8361,L55540,L,298.6,309.6,1540,35.8,5,0,No Failure,1
889,890,L48069,L,295.6,306.1,1389,46.2,113,0,No Failure,1
1402,1403,M16262,M,298.9,310.1,1313,56.8,171,0,No Failure,1
3293,3294,M18153,M,301.2,310.3,1357,54.5,49,0,No Failure,1
3135,3136,L50315,L,300.4,309.8,1342,52.5,68,0,No Failure,1
2580,2581,L49760,L,299.3,309.1,1293,53.7,189,0,No Failure,1
2759,2760,L49939,L,299.7,309.1,1483,41.1,208,0,No Failure,1
6422,6423,L53602,L,300.3,309.9,1377,55.3,4,0,No Failure,1
1261,1262,H30675,H,297.6,309.0,1885,25.2,24,0,No Failure,1
2068,2069,M16928,M,299.7,309.6,1534,39.1,176,0,No Failure,1
6006,6007,M20866,M,300.6,310.5,2156,18.0,16,0,No Failure,1
511,512,L47691,L,297.5,309.3,1479,39.4,22,0,No Failure,1
7003,7004,L54183,L,300.5,310.6,1540,46.7,206,0,No Failure,1
4918,4919,L52098,L,303.3,312.2,1457,40.7,48,0,No Failure,1
4305,4306,L51485,L,301.6,310.1,1687,26.6,16,0,No Failure,1
1179,1180,L48359,L,297.3,308.4,1441,43.4,14,0,No Failure,1
7428,7429,M22288,M,300.0,311.4,1864,23.3,2,0,No Failure,1
5463,5464,L52643,L,302.9,312.4,1561,34.8,150,0,No Failure,1
9978,9979,H39392,H,298.6,308.3,1377,52.1,181,0,No Failure,1
8725,8726,M23585,M,297.1,308.5,1515,42.1,81,0,No Failure,1
1285,1286,M16145,M,298.5,309.6,1492,41.7,100,0,No Failure,1
5932,5933,L53112,L,300.5,310.5,1515,36.6,54,0,No Failure,1
8056,8057,L55236,L,300.1,311.5,1499,43.4,65,0,No Failure,1
7961,7962,L55141,L,301.0,312.2,1264,59.0,57,0,No Failure,1
4383,4384,L51563,L,301.7,309.5,1298,65.5,229,1,Heat Dissipation Failure,0
6984,6985,M21844,M,300.7,311.0,1706,25.0,153,0,No Failure,1
1836,1837,L49016,L,297.7,307.2,1518,35.8,195,0,No Failure,1
9030,9031,M23890,M,297.5,308.4,1403,44.3,25,0,No Failure,1
6423,6424,M21283,M,300.3,310.0,1537,37.5,6,0,No Failure,1
4183,4184,L51363,L,302.3,310.7,1402,50.9,157,0,No Failure,1
1083,1084,L48263,L,297.0,307.8,1683,32.3,197,0,No Failure,1
2658,2659,L49838,L,300.0,309.4,1395,44.5,181,0,No Failure,1
4278,4279,L51458,L,302.0,310.1,1409,50.4,172,0,No Failure,1
7721,7722,L54901,L,300.5,311.6,1425,42.4,102,0,No Failure,1
6952,6953,L54132,L,300.8,311.3,1498,40.2,73,0,No Failure,1
6605,6606,M21465,M,301.6,310.6,1691,30.1,40,0,No Failure,1
8185,8186,L55365,L,299.7,311.1,1554,41.0,192,0,No Failure,1
7795,7796,H37209,H,300.1,311.6,1674,29.6,85,0,No Failure,1
8431,8432,H37845,H,298.9,310.1,1324,54.6,185,0,No Failure,1
4705,4706,L51885,L,303.6,311.8,1614,33.2,155,0,No Failure,1
9071,9072,L56251,L,297.0,308.1,1429,54.0,138,0,No Failure,1
418,419,L47598,L,297.4,308.4,2151,17.7,0,0,No Failure,1
3960,3961,L51140,L,302.2,311.4,1390,48.1,40,0,No Failure,1
3665,3666,M18525,M,302.4,311.8,1358,50.6,133,0,No Failure,1
7037,7038,L54217,L,300.6,310.6,1514,39.5,87,0,No Failure,1
5683,5684,M20543,M,302.2,311.6,1592,37.7,79,0,No Failure,1
60,61,L47240,L,298.8,309.1,1393,52.6,167,0,No Failure,1
5589,5590,M20449,M,302.5,311.9,1298,57.5,57,0,No Failure,1
4325,4326,L51505,L,301.6,310.2,1384,57.1,68,0,No Failure,1
4987,4988,M19847,M,303.7,313.0,1303,54.4,2,0,No Failure,1
1640,1641,L48820,L,298.0,307.8,1567,36.4,109,0,No Failure,1
492,493,L47672,L,297.5,309.3,1404,43.5,195,0,No Failure,1
3082,3083,M17942,M,300.0,309.3,1407,43.9,138,0,No Failure,1
1319,1320,L48499,L,299.0,310.3,1929,24.4,180,0,No Failure,1
893,894,M15753,M,295.7,306.2,1423,42.5,121,0,No Failure,1
6079,6080,M20939,M,300.8,310.7,1371,44.7,205,0,No Failure,1
8863,8864,L56043,L,298.0,309.2,1731,28.7,38,0,No Failure,1
9393,9394,H38807,H,297.7,308.2,1489,43.0,151,0,No Failure,1
5556,5557,H34970,H,302.5,312.0,1357,42.0,179,0,No Failure,1
6727,6728,L53907,L,301.5,310.8,1785,25.5,120,0,No Failure,1
9673,9674,M24533,M,299.0,310.1,1593,35.4,5,0,No Failure,1
8947,8948,M23807,M,297.3,308.2,1452,38.2,44,0,No Failure,1
1480,1481,M16340,M,298.2,309.3,2056,18.7,144,0,No Failure,1
5214,5215,L52394,L,303.7,312.7,1572,37.2,192,0,No Failure,1
6599,6600,L53779,L,301.6,310.7,1494,39.5,24,0,No Failure,1
8829,8830,M23689,M,297.3,308.8,1469,44.1,150,0,No Failure,1
8283,8284,H37697,H,298.9,310.6,1615,33.0,221,0,No Failure,1
1204,1205,L48384,L,296.9,308.0,1521,34.5,84,0,No Failure,1
3250,3251,H32664,H,301.2,309.8,1709,27.0,151,0,No Failure,1
179,180,L47359,L,298.2,308.3,1304,49.8,45,0,No Failure,1
1747,1748,L48927,L,298.4,307.9,2381,14.2,164,0,No Failure,1
5827,5828,L53007,L,301.3,311.1,1624,40.9,0,0,No Failure,1
4573,4574,H33987,H,302.8,311.0,1436,43.5,47,0,No Failure,1
1597,1598,L48777,L,297.9,308.1,1531,40.8,2,0,No Failure,1
6926,6927,H36340,H,301.1,311.6,1417,53.4,0,0,No Failure,1
7311,7312,H36725,H,300.0,310.5,1558,36.7,137,0,No Failure,1
1991,1992,M16851,M,298.2,307.8,1583,36.6,185,0,No Failure,1
5991,5992,L53171,L,300.7,310.7,1416,40.4,214,0,No Failure,1
7461,7462,L54641,L,300.0,311.5,1749,28.3,83,0,No Failure,1
6222,6223,H35636,H,301.1,310.8,1792,25.8,121,0,No Failure,1
7324,7325,M22184,M,299.9,310.4,1820,26.6,175,0,No Failure,1
6508,6509,H35922,H,301.0,310.1,1756,30.7,2,0,No Failure,1
2925,2926,M17785,M,300.7,309.6,1388,51.1,160,0,No Failure,1
8336,8337,L55516,L,298.9,309.7,1449,48.8,147,0,No Failure,1
2375,2376,M17235,M,299.2,308.4,1476,32.7,101,0,No Failure,1
9669,9670,L56849,L,299.1,310.3,1619,31.1,242,0,No Failure,1
7201,7202,L54381,L,300.0,309.8,1474,40.6,78,0,No Failure,1
6452,6453,L53632,L,300.7,310.1,1376,50.8,75,0,No Failure,1
9459,9460,L56639,L,298.4,309.1,1579,36.1,123,0,No Failure,1
8358,8359,L55538,L,298.7,309.7,1547,37.4,0,0,No Failure,1
1567,1568,L48747,L,298.1,308.2,1521,39.3,151,0,No Failure,1
6307,6308,L53487,L,301.0,310.3,1617,34.5,126,0,No Failure,1
7955,7956,M22815,M,300.9,311.9,1310,56.1,35,0,No Failure,1
7239,7240,L54419,L,299.8,310.1,1553,42.0,177,0,No Failure,1
4159,4160,M19019,M,302.0,310.5,1639,32.9,94,0,No Failure,1
2094,2095,L49274,L,299.4,309.3,1377,43.6,28,0,No Failure,1
4355,4356,H33769,H,302.0,309.8,1280,57.3,147,1,Heat Dissipation Failure,0
2839,2840,M17699,M,300.4,309.4,1362,42.1,182,0,No Failure,1
7358,7359,M22218,M,299.5,310.1,1659,31.5,44,0,No Failure,1
7897,7898,L55077,L,300.8,312.5,1434,50.7,121,0,No Failure,1
909,910,L48089,L,295.5,306.0,1456,39.2,167,0,No Failure,1
3615,3616,M18475,M,301.8,311.1,1647,31.6,6,0,No Failure,1
31,32,L47211,L,299.0,309.4,1798,25.5,89,0,No Failure,1
9993,9994,L57173,L,298.8,308.4,1401,47.3,10,0,No Failure,1
839,840,M15699,M,296.5,307.4,1565,43.5,194,0,No Failure,1
2218,2219,L49398,L,299.7,309.1,1713,33.5,141,0,No Failure,1
1361,1362,M16221,M,298.6,310.1,1458,41.9,61,0,No Failure,1
6794,6795,L53974,L,301.3,310.8,1428,55.2,88,0,No Failure,1
4121,4122,M18981,M,302.1,310.7,1364,47.8,213,1,Heat Dissipation Failure,0
2410,2411,L49590,L,299.1,308.5,1689,32.1,192,0,No Failure,1
1065,1066,L48245,L,296.8,307.9,1718,25.2,148,0,No Failure,1
8885,8886,M23745,M,298.0,309.2,1438,42.9,101,0,No Failure,1
5806,5807,L52986,L,301.4,310.9,1440,45.4,177,0,No Failure,1
5917,5918,L53097,L,300.6,310.2,1341,52.6,21,0,No Failure,1
3787,3788,L50967,L,302.3,310.8,1377,47.3,22,1,Heat Dissipation Failure,0
4465,4466,L51645,L,302.8,310.6,1404,43.2,203,0,No Failure,1
4913,4914,M19773,M,303.5,312.3,1593,35.2,29,0,No Failure,1
8647,8648,L55827,L,297.5,308.5,1530,38.5,93,0,No Failure,1
7280,7281,L54460,L,299.9,310.2,1288,69.6,62,1,Power Failure,3
5536,5537,M20396,M,302.3,311.8,1363,54.0,119,1,No Failure,1
8006,8007,L55186,L,300.9,312.1,1462,46.0,166,0,No Failure,1
6676,6677,L53856,L,301.5,310.7,1423,44.0,222,0,No Failure,1
829,830,L48009,L,296.5,307.3,1579,34.5,166,0,No Failure,1
7880,7881,H37294,H,300.7,312.4,1457,47.2,74,0,No Failure,1
8470,8471,L55650,L,298.7,309.9,1464,38.0,74,0,No Failure,1
7800,7801,M22660,M,300.1,311.4,1524,40.6,98,0,No Failure,1
6369,6370,H35783,H,300.0,309.5,1781,24.9,70,0,No Failure,1
6439,6440,L53619,L,300.6,310.1,1656,32.7,44,0,No Failure,1
2685,2686,L49865,L,299.8,309.4,1609,32.5,27,0,No Failure,1
6273,6274,L53453,L,301.2,310.8,1711,28.9,38,0,No Failure,1
7693,7694,L54873,L,300.6,311.6,1964,21.4,15,0,No Failure,1
4063,4064,L51243,L,302.0,310.8,1948,19.7,66,0,No Failure,1
148,149,M15008,M,298.3,308.3,1379,48.0,181,0,No Failure,1
6669,6670,L53849,L,301.4,310.5,1571,33.9,208,0,No Failure,1
5261,5262,L52441,L,303.4,312.8,1513,35.8,92,0,No Failure,1
8781,8782,L55961,L,297.6,308.7,1552,42.3,27,0,No Failure,1
7644,7645,L54824,L,300.4,311.4,1424,44.6,127,0,No Failure,1
5567,5568,M20427,M,302.5,312.0,1445,54.8,0,0,No Failure,1
9957,9958,L57137,L,298.1,307.8,1606,33.0,130,0,No Failure,1
1725,1726,M16585,M,298.3,307.8,1392,50.4,101,0,No Failure,1
4495,4496,L51675,L,302.6,310.4,1359,57.2,67,1,Heat Dissipation Failure,0
4064,4065,L51244,L,301.9,310.7,1480,47.1,68,0,No Failure,1
9029,9030,L56209,L,297.4,308.3,1483,38.8,23,0,No Failure,1
1460,1461,L48640,L,299.0,310.3,1437,47.8,99,0,No Failure,1
6219,6220,H35633,H,301.1,310.6,1407,43.9,111,0,No Failure,1
9093,9094,M23953,M,297.3,308.1,1709,30.6,196,0,No Failure,1
8347,8348,L55527,L,298.7,309.6,1665,31.1,178,0,No Failure,1
319,320,L47499,L,297.8,308.4,1612,32.1,183,0,No Failure,1
6791,6792,L53971,L,301.2,310.7,1551,41.2,82,0,No Failure,1
5848,5849,L53028,L,301.4,311.3,2323,15.9,50,0,No Failure,1
4350,4351,M19210,M,301.9,309.7,1568,37.5,135,0,No Failure,1
7788,7789,M22648,M,300.2,311.5,1547,40.9,66,0,No Failure,1
5963,5964,H35377,H,300.4,310.7,1656,36.3,127,0,No Failure,1
3400,3401,H32814,H,301.4,310.7,1536,44.4,96,0,No Failure,1
9369,9370,M24229,M,297.7,308.3,1547,36.8,74,0,No Failure,1
6418,6419,H35832,H,300.3,309.9,1405,52.1,205,0,No Failure,1
1492,1493,M16352,M,298.0,308.7,1479,58.5,176,1,Power Failure,3
1842,1843,H31256,H,297.7,307.1,1855,22.5,7,0,No Failure,1
7871,7872,L55051,L,300.6,312.2,1308,54.7,52,0,No Failure,1
2595,2596,M17455,M,298.8,308.6,1486,41.1,13,0,No Failure,1
4868,4869,L52048,L,303.6,312.4,1418,46.0,128,0,No Failure,1
6224,6225,L53404,L,301.2,311.0,1612,32.9,129,0,No Failure,1
9757,9758,M24617,M,298.6,309.9,1517,34.0,215,0,No Failure,1
5785,5786,L52965,L,301.7,311.1,1469,37.2,128,0,No Failure,1
3537,3538,M18397,M,302.0,311.0,1980,21.5,20,0,No Failure,1
4486,4487,M19346,M,302.6,310.5,1965,20.2,40,0,No Failure,1
3520,3521,L50700,L,301.9,311.0,1669,32.2,191,0,No Failure,1
9765,9766,L56945,L,298.6,309.6,1472,39.1,14,0,No Failure,1
3594,3595,M18454,M,301.6,310.4,1452,45.7,164,0,No Failure,1
5466,5467,M20326,M,302.9,312.3,1426,44.7,157,0,No Failure,1
5377,5378,L52557,L,302.9,312.4,2030,19.1,192,0,No Failure,1
7729,7730,H37143,H,300.7,311.9,1329,59.2,121,0,No Failure,1
551,552,L47731,L,297.4,309.2,1274,54.3,121,0,No Failure,1
6797,6798,M21657,M,301.2,310.7,1615,34.9,95,0,No Failure,1
6648,6649,L53828,L,301.5,310.4,1488,41.1,151,0,No Failure,1
9776,9777,M24636,M,298.6,309.6,1397,54.1,47,0,No Failure,1
8721,8722,L55901,L,297.2,308.7,1669,30.7,72,0,No Failure,1
7244,7245,L54424,L,300.0,310.2,1760,26.9,193,0,No Failure,1
3826,3827,H33240,H,302.3,310.8,1438,43.8,119,0,No Failure,1
8907,8908,M23767,M,297.2,308.6,1404,43.7,160,0,No Failure,1
1254,1255,H30668,H,297.5,308.8,1430,49.4,2,0,No Failure,1
2946,2947,M17806,M,300.7,309.5,1622,30.5,14,0,No Failure,1
7854,7855,L55034,L,300.3,311.8,1551,37.2,9,0,No Failure,1
332,333,M15192,M,297.6,308.3,1538,40.2,0,0,No Failure,1
8387,8388,L55567,L,298.8,309.9,1351,47.2,73,0,No Failure,1
8187,8188,L55367,L,299.6,310.9,1448,46.3,196,0,No Failure,1
4373,4374,M19233,M,301.9,309.7,1533,35.9,204,0,No Failure,1
6793,6794,L53973,L,301.3,310.7,1608,31.4,86,0,No Failure,1
5046,5047,M19906,M,304.1,313.2,1410,42.4,155,0,No Failure,1
5907,5908,H35321,H,300.8,310.4,1419,46.4,200,0,No Failure,1
5852,5853,H35266,H,301.2,310.9,1798,22.3,59,0,No Failure,1
2948,2949,L50128,L,300.7,309.5,1850,24.5,19,0,No Failure,1
7296,7297,H36710,H,300.0,310.4,1881,21.9,102,0,No Failure,1
4971,4972,L52151,L,303.8,312.7,1838,27.8,181,0,No Failure,1
314,315,M15174,M,297.9,308.5,1300,53.0,172,0,No Failure,1
8435,8436,M23295,M,298.7,310.0,1519,38.1,198,0,No Failure,1
2060,2061,L49240,L,299.6,309.5,1803,27.7,159,0,No Failure,1
1493,1494,L48673,L,298.0,308.8,1496,44.9,179,0,No Failure,1
8646,8647,L55826,L,297.5,308.6,1497,43.9,91,0,No Failure,1
1762,1763,H31176,H,298.2,307.6,1460,48.6,204,0,No Failure,1
2792,2793,L49972,L,300.4,309.7,1584,32.6,71,0,No Failure,1
3800,3801,M18660,M,302.1,310.9,1916,23.1,51,0,No Failure,1
2022,2023,L49202,L,298.7,308.4,1373,46.9,60,0,No Failure,1
5960,5961,L53140,L,300.5,310.7,1606,33.5,121,0,No Failure,1
8441,8442,L55621,L,298.6,309.9,1630,30.6,2,0,No Failure,1
5164,5165,M20024,M,304.3,313.4,1624,32.1,53,0,No Failure,1
6084,6085,M20944,M,300.8,310.6,1505,36.2,0,0,No Failure,1
3052,3053,L50232,L,300.1,309.2,1421,42.5,61,0,No Failure,1
1419,1420,L48599,L,298.7,309.8,1354,53.3,212,1,Overstrain Failure,2
7651,7652,M22511,M,300.4,311.5,1476,32.6,144,0,No Failure,1
8942,8943,L56122,L,297.3,308.3,2188,17.0,32,0,No Failure,1
4628,4629,M19488,M,303.0,311.1,1597,36.7,191,0,No Failure,1
4624,4625,M19484,M,303.0,311.1,1428,39.8,181,0,No Failure,1
7433,7434,M22293,M,300.1,311.4,1913,21.9,15,0,No Failure,1
5407,5408,L52587,L,302.7,312.4,1954,24.8,13,0,No Failure,1
8699,8700,M23559,M,297.3,308.7,1655,34.1,21,0,No Failure,1
9785,9786,H39199,H,298.7,309.7,1697,29.8,74,0,No Failure,1
6649,6650,M21509,M,301.5,310.4,1350,54.9,153,0,No Failure,1
8525,8526,L55705,L,298.3,309.4,1378,52.3,12,0,No Failure,1
8906,8907,L56086,L,297.3,308.7,1592,34.4,158,0,No Failure,1
4637,4638,M19497,M,303.1,311.3,1847,24.7,212,0,No Failure,1
4405,4406,L51585,L,302.4,310.2,1331,45.5,53,1,Heat Dissipation Failure,0
2467,2468,M17327,M,298.9,308.6,1574,33.5,128,0,No Failure,1
5754,5755,L52934,L,302.1,311.5,1727,27.7,50,0,No Failure,1
7079,7080,L54259,L,300.7,310.5,1445,41.1,201,0,No Failure,1
8399,8400,L55579,L,298.6,309.7,1294,59.4,104,0,No Failure,1
2884,2885,L50064,L,300.6,309.6,1409,42.4,57,0,No Failure,1
3098,3099,M17958,M,299.9,309.2,1389,51.2,185,0,No Failure,1
81,82,L47261,L,298.9,308.9,1450,47.5,9,0,No Failure,1
2017,2018,L49197,L,298.7,308.5,1483,42.5,46,0,No Failure,1
1097,1098,H30511,H,296.9,307.5,1397,48.3,22,0,No Failure,1
9732,9733,L56912,L,298.9,310.0,2231,17.4,151,0,No Failure,1
8659,8660,L55839,L,297.5,308.5,1375,55.6,128,0,No Failure,1
1344,1345,L48524,L,298.5,310.1,1809,28.9,20,0,No Failure,1
4491,4492,H33905,H,302.6,310.4,1409,53.3,52,0,No Failure,1
3041,3042,L50221,L,300.4,309.5,1543,38.9,37,0,No Failure,1
8949,8950,L56129,L,297.4,308.3,1284,60.3,50,0,No Failure,1
970,971,L48150,L,295.8,306.5,1568,35.1,111,0,No Failure,1
3139,3140,H32553,H,300.4,309.9,1513,38.7,76,0,No Failure,1
5464,5465,M20324,M,302.9,312.4,1659,33.1,152,0,No Failure,1
5902,5903,L53082,L,300.9,310.6,1598,35.4,186,0,No Failure,1
3534,3535,M18394,M,302.0,311.1,1769,26.0,10,0,No Failure,1
1281,1282,H30695,H,298.3,309.5,1427,54.3,89,0,No Failure,1
9326,9327,L56506,L,298.6,309.3,1677,31.2,180,0,No Failure,1
8711,8712,L55891,L,297.1,308.5,1733,28.7,50,0,No Failure,1
3060,3061,L50240,L,300.0,309.1,1882,23.8,84,0,No Failure,1
7269,7270,M22129,M,300.4,310.5,1540,33.4,32,0,No Failure,1
6227,6228,L53407,L,301.2,310.8,1479,38.2,139,0,No Failure,1
4979,4980,M19839,M,303.7,312.7,1612,36.3,200,0,No Failure,1
9144,9145,M24004,M,297.5,308.5,1447,41.6,118,0,No Failure,1
2494,2495,L49674,L,299.1,308.8,1329,53.6,207,1,Overstrain Failure,2
