,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type,Failure Type Cat
4887,4888,L52067,L,303.7,312.5,1481,33.3,182,0,No Failure,1
4893,4894,M19753,M,303.8,312.5,1448,44.3,195,0,No Failure,1
4902,4903,L52082,L,303.6,312.3,1616,29.3,226,0,No Failure,1
4909,4910,L52089,L,303.5,312.4,1481,43.7,20,0,No Failure,1
4910,4911,M19770,M,303.5,312.4,1606,31.7,22,0,No Failure,1
4922,4923,M19782,M,303.4,312.2,1615,35.7,56,0,No Failure,1
4923,4924,M19783,M,303.4,312.2,1972,23.5,59,0,No Failure,1
4924,4925,H34338,H,303.4,312.3,1522,42.1,62,0,No Failure,1
4929,4930,L52109,L,303.5,312.4,1340,44.5,76,0,No Failure,1
4933,4934,H34347,H,303.4,312.2,1554,36.8,85,0,No Failure,1
4943,4944,H34357,H,303.6,312.6,1436,42.0,110,0,No Failure,1
4945,4946,L52125,L,303.6,312.7,1418,44.1,118,0,No Failure,1
4948,4949,M19808,M,303.8,312.7,1500,41.7,125,0,No Failure,1
4949,4950,M19809,M,303.8,312.7,1555,33.4,128,0,No Failure,1
4952,4953,M19812,M,303.8,312.7,1374,53.6,136,0,No Failure,1
4958,4959,L52138,L,303.8,312.5,1523,47.0,152,0,No Failure,1
4959,4960,L52139,L,303.8,312.6,1735,25.9,154,0,No Failure,1
4969,4970,L52149,L,303.9,312.7,1528,38.4,177,0,No Failure,1
4970,4971,L52150,L,303.8,312.6,1565,36.0,179,0,No Failure,1
4973,4974,L52153,L,303.8,312.7,1461,38.2,188,0,No Failure,1
4974,4975,L52154,L,303.8,312.7,1414,41.7,190,0,No Failure,1
4975,4976,L52155,L,303.7,312.7,1426,45.5,192,0,No Failure,1
4976,4977,L52156,L,303.7,312.7,1359,56.8,194,1,Overstrain Failure,2
4978,4979,L52158,L,303.6,312.7,1429,47.7,198,0,No Failure,1
4988,4989,L52168,L,303.8,313.1,2497,13.0,5,1,Power Failure,3
4990,4991,L52170,L,303.9,313.2,1393,46.5,9,0,No Failure,1
4994,4995,M19854,M,303.5,312.6,1642,29.4,18,0,No Failure,1
4998,4999,M19858,M,303.6,312.8,1825,25.2,29,0,No Failure,1
4999,5000,M19859,M,303.7,312.9,1532,41.3,32,0,No Failure,1
5001,5002,M19861,M,303.6,312.7,2174,17.6,37,0,No Failure,1
5002,5003,L52182,L,303.7,312.8,1627,31.7,40,0,No Failure,1
5005,5006,M19865,M,303.7,312.9,1444,52.7,46,0,No Failure,1
5006,5007,M19866,M,303.7,312.8,1366,47.3,49,0,No Failure,1
5007,5008,L52187,L,303.8,312.9,1442,48.3,52,0,No Failure,1
5016,5017,L52196,L,303.9,313.0,1408,47.5,76,0,No Failure,1
5021,5022,L52201,L,304.0,313.0,1350,61.1,88,0,No Failure,1
5026,5027,L52206,L,303.9,313.2,1481,40.0,100,0,No Failure,1
5030,5031,M19890,M,303.9,313.1,1437,48.3,110,0,No Failure,1
5034,5035,M19894,M,303.9,313.1,1514,41.1,121,0,No Failure,1
5035,5036,M19895,M,304.0,313.2,1500,40.6,124,0,No Failure,1
5038,5039,L52218,L,304.1,313.3,1732,28.5,132,0,No Failure,1
5040,5041,H34454,H,304.1,313.2,1586,34.6,139,0,No Failure,1
5041,5042,L52221,L,304.0,313.2,1314,47.1,144,0,No Failure,1
5045,5046,M19905,M,304.1,313.2,1510,46.9,152,0,No Failure,1
5052,5053,L52232,L,303.9,313.0,1433,48.4,178,0,No Failure,1
5053,5054,L52233,L,303.8,312.9,1514,34.3,180,0,No Failure,1
5054,5055,L52234,L,303.8,312.9,1619,35.7,182,0,No Failure,1
5057,5058,L52237,L,303.8,312.9,1367,49.9,192,0,No Failure,1
5060,5061,L52240,L,304.0,312.8,1542,42.7,198,0,No Failure,1
5061,5062,L52241,L,304.0,312.9,1363,62.5,200,1,Overstrain Failure,2
5062,5063,L52242,L,304.0,312.9,1313,53.9,202,0,No Failure,1
5066,5067,L52246,L,304.1,313.1,1550,30.9,9,0,No Failure,1
5067,5068,M19927,M,304.2,313.2,1396,50.5,11,0,No Failure,1
5068,5069,M19928,M,304.3,313.3,1540,39.0,14,0,No Failure,1
5069,5070,M19929,M,304.2,313.2,1380,48.7,17,0,No Failure,1
5077,5078,L52257,L,304.3,313.3,1775,24.9,39,0,No Failure,1
5078,5079,M19938,M,304.3,313.4,1482,43.8,41,0,No Failure,1
5081,5082,M19941,M,304.1,313.3,1494,39.0,49,0,No Failure,1
5082,5083,H34496,H,304.1,313.2,1590,43.4,52,0,No Failure,1
5085,5086,M19945,M,304.0,313.0,1377,56.0,61,0,No Failure,1
5088,5089,L52268,L,304.0,313.1,1465,41.0,69,0,No Failure,1
5090,5091,M19950,M,303.9,313.2,1570,40.7,74,0,No Failure,1
5091,5092,L52271,L,303.9,313.2,1345,48.2,77,0,No Failure,1
5092,5093,M19952,M,303.9,313.2,1608,40.6,79,0,No Failure,1
5094,5095,M19954,M,304.1,313.5,1470,45.8,85,0,No Failure,1
5100,5101,M19960,M,304.2,313.5,1437,47.2,102,0,No Failure,1
5101,5102,M19961,M,304.1,313.4,1518,42.4,105,0,No Failure,1
5113,5114,L52293,L,304.1,313.6,1382,46.7,134,0,No Failure,1
5115,5116,M19975,M,304.2,313.7,2113,18.4,139,0,No Failure,1
5116,5117,L52296,L,304.2,313.8,1401,53.9,142,0,No Failure,1
5129,5130,M19989,M,304.1,313.3,1725,28.3,177,0,No Failure,1
5133,5134,L52313,L,304.1,313.2,1824,25.8,186,0,No Failure,1
5135,5136,L52315,L,304.1,313.3,1883,24.5,190,0,No Failure,1
5136,5137,L52316,L,304.2,313.4,1735,28.9,192,0,No Failure,1
5137,5138,L52317,L,304.3,313.5,1464,36.7,194,0,No Failure,1
5138,5139,M19998,M,304.3,313.6,1489,40.3,196,0,No Failure,1
5144,5145,L52324,L,304.4,313.7,1607,33.5,5,0,No Failure,1
5148,5149,L52328,L,304.4,313.6,1507,43.1,13,0,No Failure,1
5152,5153,L52332,L,304.3,313.5,2643,12.7,21,0,No Failure,1
5153,5154,L52333,L,304.2,313.4,1644,31.7,23,0,No Failure,1
5161,5162,M20021,M,304.1,313.2,2028,18.9,45,0,No Failure,1
5162,5163,L52342,L,304.2,313.3,1464,45.9,48,0,No Failure,1
5163,5164,M20023,M,304.2,313.4,1713,23.5,50,0,No Failure,1
5165,5166,L52345,L,304.2,313.4,1421,43.4,56,0,No Failure,1
5167,5168,L52347,L,304.2,313.4,1639,32.7,63,0,No Failure,1
5168,5169,H34582,H,304.1,313.4,1696,29.6,65,0,No Failure,1
5170,5171,M20030,M,304.1,313.3,1480,38.4,72,0,No Failure,1
5171,5172,M20031,M,304.2,313.4,1329,54.5,75,0,No Failure,1
5172,5173,L52352,L,304.2,313.4,1740,28.2,78,0,No Failure,1
5175,5176,L52355,L,304.2,313.4,1740,23.7,86,0,No Failure,1
5176,5177,M20036,M,304.0,313.3,1844,27.1,88,0,No Failure,1
5178,5179,H34592,H,304.0,313.2,1517,43.1,96,0,No Failure,1
5179,5180,M20039,M,304.0,313.1,1450,42.8,101,0,No Failure,1
5186,5187,L52366,L,304.0,313.0,2354,15.0,117,0,No Failure,1
5187,5188,L52367,L,304.0,313.1,1648,35.7,119,0,No Failure,1
5192,5193,L52372,L,303.9,313.1,1310,62.9,130,0,No Failure,1
5198,5199,L52378,L,303.8,312.8,1428,53.3,152,0,No Failure,1
5199,5200,L52379,L,303.8,312.8,1503,40.0,154,0,No Failure,1
5200,5201,L52380,L,303.8,312.8,1416,58.7,156,0,No Failure,1
5202,5203,L52382,L,303.7,312.7,1335,51.1,161,0,No Failure,1
5204,5205,L52384,L,303.7,312.7,1989,22.4,166,0,No Failure,1
5206,5207,H34620,H,303.7,312.6,1711,27.6,170,0,No Failure,1
5207,5208,M20067,M,303.8,312.7,1488,41.3,175,0,No Failure,1
5209,5210,M20069,M,303.8,312.7,1507,38.5,180,0,No Failure,1
5217,5218,M20077,M,303.8,312.8,1420,47.9,200,0,No Failure,1
5222,5223,L52402,L,303.9,313.1,1665,29.6,0,0,No Failure,1
5225,5226,M20085,M,304.0,313.2,1437,53.9,7,0,No Failure,1
5231,5232,L52411,L,303.8,313.1,1458,42.2,25,0,No Failure,1
5234,5235,L52414,L,303.7,312.9,1461,50.1,31,0,No Failure,1
5235,5236,M20095,M,303.7,312.9,1511,41.0,33,0,No Failure,1
5237,5238,L52417,L,303.8,313.0,1499,42.3,38,0,No Failure,1
5241,5242,L52421,L,303.7,313.1,1683,28.4,46,0,No Failure,1
5246,5247,L52426,L,303.5,313.0,1465,41.0,56,0,No Failure,1
5248,5249,M20108,M,303.5,313.0,1902,21.6,60,0,No Failure,1
5251,5252,M20111,M,303.4,312.9,1307,54.3,68,0,No Failure,1
5255,5256,M20115,M,303.5,313.0,1403,51.9,77,0,No Failure,1
5256,5257,L52436,L,303.5,313.0,1393,51.6,80,0,No Failure,1
5259,5260,L52439,L,303.5,312.9,1544,36.9,87,0,No Failure,1
5260,5261,M20120,M,303.5,313.0,1492,46.1,89,0,No Failure,1
5267,5268,M20127,M,303.5,312.9,1438,42.8,106,0,No Failure,1
5277,5278,L52457,L,303.5,312.9,1501,44.0,128,0,No Failure,1
5278,5279,M20138,M,303.5,312.9,1618,30.4,130,0,No Failure,1
5285,5286,L52465,L,303.8,313.1,1523,39.8,150,0,No Failure,1
5288,5289,L52468,L,303.8,313.2,1531,39.4,159,0,No Failure,1
5293,5294,M20153,M,303.9,313.4,1464,49.1,171,0,No Failure,1
5294,5295,L52474,L,303.9,313.4,1442,48.5,174,0,No Failure,1
5295,5296,L52475,L,303.8,313.2,1336,47.8,176,0,No Failure,1
5298,5299,M20158,M,303.7,313.1,2130,18.1,185,0,No Failure,1
5301,5302,L52481,L,303.8,313.1,1309,55.8,193,0,No Failure,1
5303,5304,L52483,L,303.9,313.2,1481,44.1,197,0,No Failure,1
5305,5306,H34719,H,303.9,313.2,1680,29.1,201,0,No Failure,1
5311,5312,H34725,H,303.7,312.9,1460,49.8,2,0,No Failure,1
5314,5315,L52494,L,303.6,312.8,1701,30.8,12,0,No Failure,1
5315,5316,L52495,L,303.6,312.8,1710,27.2,14,0,No Failure,1
5317,5318,L52497,L,303.6,312.7,1637,32.9,19,0,No Failure,1
5318,5319,L52498,L,303.5,312.6,1496,39.0,21,0,No Failure,1
5319,5320,M20179,M,303.5,312.7,1402,47.0,23,0,No Failure,1
5320,5321,L52500,L,303.4,312.7,1363,45.5,26,0,No Failure,1
5322,5323,M20182,M,303.4,312.7,1357,55.3,31,0,No Failure,1
5324,5325,M20184,M,303.4,312.8,1526,30.8,37,0,No Failure,1
5325,5326,L52505,L,303.5,312.7,1694,27.3,40,0,No Failure,1
5326,5327,M20186,M,303.5,312.7,1420,49.1,42,0,No Failure,1
5327,5328,M20187,M,303.5,312.7,2116,16.7,45,0,No Failure,1
5333,5334,M20193,M,303.5,312.6,1405,51.6,62,0,No Failure,1
5335,5336,M20195,M,303.3,312.4,1505,38.9,68,0,No Failure,1
5336,5337,L52516,L,303.2,312.4,1663,33.7,71,0,No Failure,1
5337,5338,M20197,M,303.3,312.6,1482,44.4,73,0,No Failure,1
5338,5339,M20198,M,303.3,312.5,1674,32.7,76,0,No Failure,1
5342,5343,M20202,M,303.5,312.8,1375,45.7,89,0,No Failure,1
5344,5345,L52524,L,303.4,312.8,1360,50.8,94,0,No Failure,1
5350,5351,M20210,M,303.4,312.8,1622,35.1,107,0,No Failure,1
5351,5352,M20211,M,303.5,312.9,1530,34.5,110,0,No Failure,1
5353,5354,L52533,L,303.4,312.7,1589,34.0,116,0,No Failure,1
5354,5355,L52534,L,303.4,312.6,1462,37.5,118,0,No Failure,1
5355,5356,H34769,H,303.3,312.5,1328,49.8,120,0,No Failure,1
5357,5358,L52537,L,303.3,312.5,1968,20.6,130,0,No Failure,1
5359,5360,M20219,M,303.3,312.6,1397,47.1,137,0,No Failure,1
5362,5363,L52542,L,303.2,312.6,1281,57.0,144,0,No Failure,1
5364,5365,L52544,L,303.2,312.6,1601,35.3,148,0,No Failure,1
5365,5366,L52545,L,303.1,312.6,1548,36.4,150,0,No Failure,1
5368,5369,M20228,M,303.1,312.5,1667,30.0,160,0,No Failure,1
5371,5372,L52551,L,302.9,312.3,1435,47.7,173,0,No Failure,1
5372,5373,H34786,H,302.9,312.3,1509,46.8,175,0,No Failure,1
5373,5374,M20233,M,302.9,312.3,1809,25.0,180,0,No Failure,1
5374,5375,L52554,L,302.9,312.3,1515,40.8,183,0,No Failure,1
5380,5381,L52560,L,302.8,312.3,1494,37.5,198,0,No Failure,1
5382,5383,L52562,L,302.9,312.4,1698,33.8,202,0,No Failure,1
5389,5390,L52569,L,302.8,312.3,1366,49.1,221,0,No Failure,1
5396,5397,L52576,L,302.8,312.4,1523,39.7,239,0,No Failure,1
5399,5400,H34813,H,302.8,312.4,1411,53.8,246,1,Overstrain Failure,2
5403,5404,L52583,L,302.7,312.3,1858,25.4,2,0,No Failure,1
5405,5406,L52585,L,302.7,312.4,1444,48.7,9,0,No Failure,1
5406,5407,L52586,L,302.7,312.4,1360,47.8,11,0,No Failure,1
5409,5410,L52589,L,302.7,312.4,1433,44.2,17,0,No Failure,1
5412,5413,L52592,L,302.9,312.6,1328,59.9,24,0,No Failure,1
5413,5414,H34827,H,302.7,312.5,1527,36.4,26,0,No Failure,1
5416,5417,L52596,L,302.6,312.3,1660,30.3,36,0,No Failure,1
5418,5419,L52598,L,302.6,312.4,1398,41.6,40,0,No Failure,1
5421,5422,M20281,M,302.6,312.3,1566,36.6,46,0,No Failure,1
5422,5423,M20282,M,302.7,312.4,1422,44.5,49,0,No Failure,1
5423,5424,L52603,L,302.6,312.3,1647,31.8,52,0,No Failure,1
5426,5427,L52606,L,302.6,312.3,1554,42.0,58,0,No Failure,1
5427,5428,L52607,L,302.7,312.4,1423,51.9,60,0,No Failure,1
5428,5429,L52608,L,302.7,312.4,1453,47.3,62,0,No Failure,1
5432,5433,L52612,L,302.8,312.4,1392,46.2,70,0,No Failure,1
5433,5434,L52613,L,302.9,312.5,1550,45.5,72,0,No Failure,1
5434,5435,L52614,L,302.9,312.5,1629,30.4,74,0,No Failure,1
5436,5437,M20296,M,302.9,312.5,1679,30.9,79,0,No Failure,1
5439,5440,L52619,L,303.0,312.5,1626,30.5,87,0,No Failure,1
5445,5446,M20305,M,303.0,312.8,1648,32.1,104,0,No Failure,1
5448,5449,L52628,L,303.0,312.7,1551,41.8,111,0,No Failure,1
5453,5454,L52633,L,303.0,312.6,1451,42.1,125,0,No Failure,1
5454,5455,L52634,L,303.0,312.5,1461,40.2,127,0,No Failure,1
5457,5458,M20317,M,303.0,312.5,1602,33.7,135,0,No Failure,1
5458,5459,L52638,L,303.1,312.6,1514,42.1,138,0,No Failure,1
5460,5461,M20320,M,303.0,312.4,1526,36.1,142,0,No Failure,1
5462,5463,L52642,L,302.9,312.3,1889,22.8,148,0,No Failure,1
5467,5468,L52647,L,302.9,312.4,1383,51.4,160,0,No Failure,1
5469,5470,M20329,M,302.7,312.2,1439,42.5,164,0,No Failure,1
5475,5476,L52655,L,302.7,312.2,1336,46.8,179,0,No Failure,1
5479,5480,M20339,M,302.7,312.1,1564,32.1,188,0,No Failure,1
5480,5481,H34894,H,302.7,312.1,1478,36.0,191,0,No Failure,1
5486,5487,L52666,L,302.6,312.2,1520,43.0,208,0,No Failure,1
5495,5496,H34909,H,302.9,312.5,1357,55.0,12,0,Random Failures,4
5498,5499,M20358,M,302.9,312.5,1903,21.2,23,0,No Failure,1
5502,5503,L52682,L,302.6,312.1,1439,52.3,35,0,No Failure,1
5505,5506,L52685,L,302.8,312.2,1746,27.4,44,0,No Failure,1
5514,5515,L52694,L,302.7,312.0,1828,24.0,63,0,No Failure,1
5515,5516,H34929,H,302.7,312.0,1484,41.5,65,0,No Failure,1
5522,5523,L52702,L,302.6,311.9,1453,39.1,84,0,No Failure,1
5524,5525,L52704,L,302.6,311.9,1633,30.9,89,0,No Failure,1
5528,5529,L52708,L,302.4,311.8,1384,50.9,99,0,No Failure,1
5529,5530,M20389,M,302.4,311.8,1539,39.9,101,0,No Failure,1
5530,5531,M20390,M,302.3,311.8,1355,50.1,104,0,No Failure,1
5535,5536,L52715,L,302.3,311.7,1465,43.5,117,0,No Failure,1
5542,5543,L52722,L,302.3,311.7,1400,41.6,136,0,No Failure,1
5551,5552,H34965,H,302.4,311.9,1366,47.3,162,0,No Failure,1
5552,5553,H34966,H,302.5,312.0,1579,35.7,167,0,No Failure,1
5554,5555,M20414,M,302.5,312.0,1521,40.2,174,0,No Failure,1
5557,5558,M20417,M,302.5,312.0,1436,43.5,184,0,No Failure,1
5560,5561,L52740,L,302.4,311.9,1541,37.9,192,0,No Failure,1
5564,5565,L52744,L,302.4,311.8,1416,46.1,202,0,No Failure,1
5566,5567,L52746,L,302.4,312.0,1457,45.5,206,0,No Failure,1
5568,5569,L52748,L,302.5,312.1,1534,38.6,3,0,No Failure,1
5569,5570,L52749,L,302.4,312.0,1508,36.9,5,0,No Failure,1
5573,5574,L52753,L,302.5,312.2,1738,25.3,14,0,No Failure,1
5574,5575,L52754,L,302.4,312.0,1305,49.1,16,0,No Failure,1
5575,5576,H34989,H,302.4,312.0,1477,39.7,18,0,No Failure,1
5576,5577,H34990,H,302.4,312.0,1457,43.4,23,0,No Failure,1
5579,5580,L52759,L,302.6,312.2,1695,27.1,32,0,No Failure,1
5582,5583,L52762,L,302.5,312.0,2052,18.9,40,0,No Failure,1
5585,5586,M20445,M,302.5,312.0,1642,29.1,46,0,No Failure,1
5587,5588,L52767,L,302.5,311.9,1481,42.9,52,0,No Failure,1
5591,5592,L52771,L,302.5,312.0,1574,33.8,63,0,No Failure,1
5599,5600,M20459,M,302.7,312.0,1652,31.0,81,0,No Failure,1
5603,5604,L52783,L,302.9,312.2,1340,57.8,90,0,No Failure,1
5611,5612,M20471,M,303.0,312.3,1674,29.5,109,0,No Failure,1
5613,5614,M20473,M,303.0,312.3,1483,38.8,114,0,No Failure,1
5616,5617,L52796,L,303.0,312.3,1480,41.4,125,0,No Failure,1
5618,5619,M20478,M,303.0,312.4,1645,29.6,129,0,No Failure,1
5620,5621,L52800,L,303.0,312.3,1533,38.5,134,0,No Failure,1
5621,5622,M20481,M,302.9,312.2,1292,54.4,136,0,No Failure,1
5622,5623,L52802,L,302.9,312.2,1571,40.6,139,0,No Failure,1
5624,5625,M20484,M,302.8,312.2,1469,36.9,143,0,No Failure,1
5626,5627,H35040,H,302.7,312.1,1603,32.5,148,0,No Failure,1
5632,5633,L52812,L,302.7,312.2,1376,52.8,164,0,No Failure,1
5639,5640,L52819,L,302.6,312.1,1668,28.7,180,0,Random Failures,4
5642,5643,L52822,L,302.5,312.0,1495,38.8,186,0,No Failure,1
5643,5644,L52823,L,302.5,312.0,1574,42.0,188,0,No Failure,1
5659,5660,M20519,M,302.3,311.5,1674,30.0,12,0,No Failure,1
5662,5663,L52842,L,302.2,311.5,1616,34.0,19,0,No Failure,1
5663,5664,M20523,M,302.3,311.5,1530,42.3,21,0,No Failure,1
5667,5668,L52847,L,302.2,311.4,2080,19.2,31,0,No Failure,1
5668,5669,M20528,M,302.2,311.4,1432,45.3,33,0,No Failure,1
5673,5674,L52853,L,302.2,311.6,1462,50.0,51,0,No Failure,1
5676,5677,L52856,L,302.3,311.8,1565,37.8,59,0,No Failure,1
5677,5678,L52857,L,302.3,311.8,1281,51.7,61,0,No Failure,1
5681,5682,L52861,L,302.2,311.6,1383,44.3,72,0,No Failure,1
5685,5686,L52865,L,302.2,311.5,1482,45.6,87,0,No Failure,1
5686,5687,L52866,L,302.2,311.6,1658,31.4,89,0,No Failure,1
5687,5688,L52867,L,302.3,311.7,2170,18.2,91,0,No Failure,1
5688,5689,M20548,M,302.3,311.7,1423,44.6,93,0,No Failure,1
5690,5691,L52870,L,302.3,311.8,1435,44.8,98,0,No Failure,1
5694,5695,L52874,L,302.4,311.8,1508,45.7,108,0,No Failure,1
5695,5696,L52875,L,302.4,311.8,1451,42.0,110,0,No Failure,1
5696,5697,H35110,H,302.5,311.9,1595,34.6,112,0,No Failure,1
5698,5699,L52878,L,302.5,311.9,1265,59.8,119,0,No Failure,1
5699,5700,L52879,L,302.4,311.9,1867,25.9,121,0,No Failure,1
5700,5701,L52880,L,302.5,311.9,1497,41.6,123,0,No Failure,1
5704,5705,L52884,L,302.5,311.8,1335,52.7,135,0,No Failure,1
5712,5713,L52892,L,302.2,311.7,1330,54.6,154,0,No Failure,1
5713,5714,L52893,L,302.2,311.9,1596,38.0,156,0,No Failure,1
5723,5724,M20583,M,302.3,311.8,1475,48.0,180,0,No Failure,1
5726,5727,M20586,M,302.4,311.9,1398,50.1,188,0,No Failure,1
5728,5729,M20588,M,302.4,311.9,1422,46.4,194,0,No Failure,1
5729,5730,M20589,M,302.3,311.8,1463,35.7,197,0,No Failure,1
5732,5733,L52912,L,302.2,311.7,1412,44.5,204,0,No Failure,1
5744,5745,H35158,H,302.2,311.5,1482,42.6,16,0,No Failure,1
5746,5747,M20606,M,302.1,311.5,1635,31.6,23,0,No Failure,1
5747,5748,L52927,L,302.1,311.5,1533,39.4,26,0,No Failure,1
5750,5751,L52930,L,302.2,311.8,1981,21.8,36,0,No Failure,1
5759,5760,L52939,L,301.8,311.3,1551,35.8,61,0,No Failure,1
5760,5761,M20620,M,301.9,311.3,1522,35.6,63,0,No Failure,1
5762,5763,L52942,L,301.8,311.2,1334,52.3,68,0,No Failure,1
5766,5767,M20626,M,301.7,311.2,1413,42.6,79,0,No Failure,1
5771,5772,L52951,L,301.6,311.2,1525,43.7,91,0,No Failure,1
5773,5774,H35187,H,301.6,311.2,1395,46.8,95,0,No Failure,1
5776,5777,L52956,L,301.6,311.1,1325,49.2,104,0,No Failure,1
5778,5779,M20638,M,301.7,311.1,1489,41.4,108,0,No Failure,1
5783,5784,H35197,H,301.8,311.1,1543,36.4,120,0,No Failure,1
5784,5785,M20644,M,301.8,311.1,1399,41.8,125,0,No Failure,1
5787,5788,L52967,L,301.7,311.3,1584,38.8,132,0,No Failure,1
5788,5789,L52968,L,301.8,311.5,1443,43.3,134,0,No Failure,1
5796,5797,L52976,L,301.7,311.1,1399,55.1,156,0,No Failure,1
5797,5798,L52977,L,301.6,311.0,1431,42.6,158,0,No Failure,1
5801,5802,L52981,L,301.5,310.8,1413,44.6,166,0,No Failure,1
5802,5803,L52982,L,301.4,310.8,1490,38.0,168,0,No Failure,1
5805,5806,M20665,M,301.4,310.9,1557,39.3,174,0,No Failure,1
5807,5808,M20667,M,301.4,310.9,1489,38.9,179,0,No Failure,1
5808,5809,L52988,L,301.4,311.0,1733,25.7,182,0,No Failure,1
5823,5824,L53003,L,301.2,311.0,1544,39.3,217,0,No Failure,1
5828,5829,L53008,L,301.3,311.1,1504,39.1,2,0,No Failure,1
5832,5833,L53012,L,301.3,311.2,1675,32.1,12,0,No Failure,1
5834,5835,L53014,L,301.3,311.3,1434,49.8,16,0,No Failure,1
5836,5837,L53016,L,301.2,311.1,1550,39.7,20,0,No Failure,1
5839,5840,M20699,M,301.4,311.2,1541,36.3,28,0,No Failure,1
5841,5842,M20701,M,301.3,311.1,1678,30.7,34,0,No Failure,1
5845,5846,M20705,M,301.4,311.2,1727,26.5,43,0,No Failure,1
5846,5847,L53026,L,301.4,311.3,1674,33.3,46,0,No Failure,1
5849,5850,M20709,M,301.4,311.2,1434,47.6,52,0,No Failure,1
5850,5851,L53030,L,301.3,311.1,1560,35.3,55,0,No Failure,1
5856,5857,H35270,H,301.2,310.9,1598,35.9,71,0,No Failure,1
5859,5860,L53039,L,301.3,311.0,1542,33.6,80,0,No Failure,1
5860,5861,L53040,L,301.3,310.9,1566,33.1,82,0,No Failure,1
5861,5862,L53041,L,301.3,311.0,1554,47.7,84,0,No Failure,1
5866,5867,L53046,L,301.5,311.1,1459,45.1,97,0,No Failure,1
5867,5868,L53047,L,301.5,311.0,1494,45.3,99,0,No Failure,1
5871,5872,L53051,L,301.5,311.1,1469,49.5,107,0,No Failure,1
5872,5873,M20732,M,301.5,311.0,1504,42.6,109,0,No Failure,1
5875,5876,M20735,M,301.5,311.0,1577,39.7,118,0,No Failure,1
5878,5879,L53058,L,301.4,311.0,1533,45.8,125,0,No Failure,1
5879,5880,L53059,L,301.4,311.0,1701,28.4,127,0,No Failure,1
5885,5886,L53065,L,301.3,311.1,1647,28.2,140,0,No Failure,1
5886,5887,L53066,L,301.4,311.1,1494,41.9,142,0,No Failure,1
5890,5891,L53070,L,301.4,311.0,1634,32.6,155,0,No Failure,1
5893,5894,M20753,M,301.3,311.0,1410,52.7,161,0,No Failure,1
5894,5895,L53074,L,301.2,310.9,1597,37.9,164,0,No Failure,1
5898,5899,L53078,L,301.0,310.7,1300,57.2,174,0,No Failure,1
5900,5901,M20760,M,300.9,310.7,1485,41.0,181,0,No Failure,1
5904,5905,M20764,M,300.8,310.5,1330,59.0,190,0,No Failure,1
5905,5906,H35319,H,300.8,310.5,1582,31.1,193,0,No Failure,1
5908,5909,M20768,M,300.8,310.3,1526,36.3,205,0,No Failure,1
5915,5916,M20775,M,300.6,310.2,1532,38.7,16,0,No Failure,1
5916,5917,L53096,L,300.6,310.2,1555,41.9,19,0,No Failure,1
5918,5919,L53098,L,300.6,310.1,1541,42.0,23,0,No Failure,1
5920,5921,L53100,L,300.5,310.2,1764,25.9,27,0,No Failure,1
5923,5924,M20783,M,300.4,310.3,1537,35.0,33,0,No Failure,1
5926,5927,L53106,L,300.2,310.1,1440,51.1,41,0,No Failure,1
5927,5928,L53107,L,300.2,310.1,1649,30.5,43,0,No Failure,1
5934,5935,H35348,H,300.6,310.5,1454,51.2,58,0,No Failure,1
5939,5940,L53119,L,300.5,310.5,1409,60.9,73,0,No Failure,1
5942,5943,L53122,L,300.7,310.7,1450,43.4,80,0,No Failure,1
5944,5945,M20804,M,300.7,310.6,1484,38.0,84,0,No Failure,1
5945,5946,M20805,M,300.8,310.8,1415,44.5,87,0,No Failure,1
5949,5950,M20809,M,300.7,310.8,1506,44.0,97,0,No Failure,1
5951,5952,L53131,L,300.7,310.9,1650,29.4,102,0,No Failure,1
5954,5955,L53134,L,300.8,310.9,1732,25.7,109,0,No Failure,1
5958,5959,L53138,L,300.6,310.8,1533,38.5,117,0,No Failure,1
5959,5960,L53139,L,300.6,310.8,1378,51.2,119,0,No Failure,1
5962,5963,L53142,L,300.5,310.8,1728,26.3,125,0,No Failure,1
5964,5965,H35378,H,300.5,310.8,1631,30.5,132,0,No Failure,1
5965,5966,H35379,H,300.5,310.9,1447,46.5,137,0,No Failure,1
5972,5973,L53152,L,300.5,310.8,1445,46.6,155,0,No Failure,1
5975,5976,H35389,H,300.5,310.7,1654,28.6,161,0,No Failure,1
5978,5979,L53158,L,300.5,310.6,1448,46.3,173,0,No Failure,1
5979,5980,H35393,H,300.6,310.7,1501,45.3,175,0,No Failure,1
5981,5982,M20841,M,300.7,310.7,1347,46.5,183,0,No Failure,1
5982,5983,L53162,L,300.7,310.8,1486,37.1,186,0,No Failure,1
5983,5984,H35397,H,300.8,310.8,1466,45.2,188,0,No Failure,1
5984,5985,H35398,H,300.7,310.8,1346,52.0,193,0,No Failure,1
5989,5990,L53169,L,300.7,310.7,1507,46.1,209,0,No Failure,1
5990,5991,M20850,M,300.7,310.7,1343,51.6,211,0,No Failure,1
5992,5993,L53172,L,300.7,310.6,1288,47.2,216,0,No Failure,1
5994,5995,L53174,L,300.6,310.4,1608,39.2,221,0,No Failure,1
5995,5996,L53175,L,300.6,310.3,1920,22.3,223,0,No Failure,1
5996,5997,M20856,M,300.5,310.2,1386,48.2,225,0,No Failure,1
